HomeTeam,AwayTeam,FTHG,FTAG,HST,AST,HC,AC,B365>2.5,B365<2.5,Season,P>2.5,P<2.5,RATING_H_DEF,RATING_H_OFF,RATING_A_DEF,RATING_A_OFF
Brighton,Wolves,2,2,4,5,3,4,2.3,1.61,2019-20,0.42416099341173935,0.5758390065882606,11.258488683005343,7.815584441328639,10.480639676992967,7.227516475664138
West Ham,Arsenal,1,3,4,3,4,3,1.44,2.75,2019-20,0.6979967602522615,0.30200323974773846,13.358270602631693,7.768736235678458,12.767139127902304,7.126488999774238
Liverpool,Watford,2,0,6,2,6,3,1.4,3.0,2019-20,0.6847767382057925,0.31522326179420745,6.016783432409754,14.7647240851303,5.594411752965726,12.744734061627703
Burnley,Newcastle,1,0,4,0,4,3,2.1,1.72,2019-20,0.4634552236419523,0.5365447763580478,9.235038978720887,6.797334901474448,8.727932800209224,6.649743690367062
Chelsea,Bournemouth,0,1,5,2,9,4,1.4,3.0,2019-20,0.6897023176043537,0.31029768239564626,3.5473747594832408,17.59071766193525,3.881191186293192,13.333238617218763
Leicester,Norwich,1,1,5,3,12,4,1.44,2.75,2019-20,0.6751962918626024,0.32480370813739756,4.7452138969180435,17.405794926075696,4.543326452628403,13.383264063135787
Sheffield United,Aston Villa,2,0,3,0,3,2,1.8,2.0,2019-20,0.5538288874401195,0.4461711125598805,8.169950559958119,7.349108337889169,7.8661520017590165,6.356520100118355
Southampton,West Ham,0,1,2,4,5,8,1.61,2.3,2019-20,0.6108675392291719,0.3891324607708281,12.282167245002997,8.433698155712237,11.798731193084267,7.6453716551191855
Man United,Everton,1,1,8,3,6,5,1.8,2.0,2019-20,0.5518657104252787,0.44813428957472135,9.038066436174333,14.735164866112086,8.484110916393247,12.817652855325793
Wolves,Tottenham,1,2,5,5,11,2,1.9,1.9,2019-20,0.5063474433632343,0.49365255663676566,6.963595969809008,11.999380342116938,6.948697482435812,9.448674345092318
Arsenal,Man City,0,3,1,7,3,3,1.33,3.4,2019-20,0.7436694696487323,0.25633053035126774,13.565848067916765,9.933213402433083,12.974965120978046,11.301188339022577
Crystal Palace,Brighton,1,1,4,10,3,7,2.2,1.66,2019-20,0.4374837281399288,0.5625162718600711,12.599131412461572,5.084402649592463,11.92177507641552,4.781523007123908
Everton,Arsenal,0,0,0,2,5,4,1.57,2.37,2019-20,0.6277411666947434,0.37225883330525655,6.701649515617472,11.16240635372412,6.825723277989897,9.414133807197194
Aston Villa,Southampton,1,3,6,8,7,5,1.61,2.3,2019-20,0.6138023594875286,0.3861976405124714,14.619788554134585,9.085689338660552,14.02489990157811,10.567919942182735
Bournemouth,Burnley,0,1,0,1,4,5,1.9,1.9,2019-20,0.5088066350119655,0.49119336498803445,11.983307230356926,5.879178065163046,11.740075121596421,6.562281140406098
Brighton,Sheffield United,0,1,2,2,4,3,2.1,1.72,2019-20,0.4605310443461012,0.5394689556538987,10.117901266623177,8.833986744274835,9.51563822002805,8.27907781282503
Newcastle,Crystal Palace,1,0,3,4,4,5,2.5,1.53,2019-20,0.38875261052400634,0.6112473894759937,15.208910825830028,2.845156873825282,14.1553038903975,3.855956889450846
Norwich,Wolves,1,2,7,4,3,11,1.8,2.0,2019-20,0.546789124101179,0.45321087589882103,15.674905455488988,6.680717629700259,15.296633450000702,8.833602111851166
Man City,Leicester,3,1,12,2,6,1,1.4,3.0,2019-20,0.7003687845262092,0.2996312154737908,1.5148309849615562,23.022007597066523,1.0504777477406595,20.657406500578364
Watford,Man United,2,0,3,8,3,5,1.9,1.9,2019-20,0.5173373344903487,0.4826626655096513,11.306856288206784,4.987730509102743,10.794474983371172,5.248478859672452
Tottenham,Chelsea,0,2,1,3,3,5,1.57,2.37,2019-20,0.6215861657034285,0.3784138342965715,10.139699833891186,6.5172911491458105,9.753530049405793,7.227778659473734
Tottenham,Brighton,2,1,5,5,9,2,1.61,2.3,2019-20,0.598519822831036,0.401480177168964,9.634991469860907,7.8569862226684455,9.265964177056622,8.360130451248228
Aston Villa,Norwich,1,0,2,6,5,8,1.53,2.5,2019-20,0.6479460538055343,0.35205394619446573,15.13909772565636,8.045086946229732,14.800154164736313,9.266740216092787
Bournemouth,Arsenal,1,1,4,2,8,3,1.57,2.37,2019-20,0.6192730141401535,0.38072698585984655,10.542429114060212,6.607980585424567,10.56830937343464,7.178582393419616
Chelsea,Southampton,0,2,3,3,8,1,1.5,2.62,2019-20,0.6501742543076477,0.34982574569235225,2.7787908042887923,16.321325456043095,3.0677287736460004,12.138723302721123
Crystal Palace,West Ham,2,1,4,2,7,6,1.9,1.9,2019-20,0.5126349945762162,0.4873650054237838,11.91563370067026,5.528592478858195,11.282662391369023,5.103719089976624
Everton,Burnley,1,0,5,0,10,2,1.9,1.9,2019-20,0.5004771243496714,0.4995228756503286,5.718034023335462,12.534390175319375,5.89760049891385,10.729883718081453
Sheffield United,Watford,1,1,4,2,9,1,2.1,1.72,2019-20,0.44833671689912064,0.5516632831008794,6.683508412740756,7.80554262628511,6.7250425933875615,6.597244001032303
Man United,Newcastle,4,1,10,2,5,0,1.72,2.1,2019-20,0.5728613611949159,0.42713863880508407,7.7519876286215155,15.58901112060402,7.528180955217434,13.214320428443687
Leicester,Liverpool,0,4,0,6,2,8,1.66,2.2,2019-20,0.5942854818667476,0.40571451813325243,6.978494221398951,13.7169352412674,6.531790740896789,10.859665057327673
Wolves,Man City,3,2,8,3,3,1,1.57,2.37,2019-20,0.6303409912694576,0.36965900873054236,5.384715583072126,12.620935433427693,5.030113875591711,11.107673232810365
Brighton,Bournemouth,2,0,6,2,9,2,1.9,1.9,2019-20,0.5104997253565525,0.4895002746434475,10.28134838442441,9.543075541996378,9.646040880545396,9.077026842140391
Newcastle,Everton,1,2,5,9,5,8,2.1,1.72,2019-20,0.45893699362516666,0.5410630063748334,16.12877666738616,2.387119922996733,15.181027872548992,4.205765353247764
Southampton,Crystal Palace,1,1,5,2,12,4,2.0,1.8,2019-20,0.4868781940341255,0.5131218059658744,11.463806496819757,9.938036257353007,11.348495397438732,9.269082792842942
Watford,Aston Villa,3,0,6,2,6,3,1.72,2.1,2019-20,0.5691353567770087,0.43086464322299134,10.991734890242666,5.129208661274642,10.699978513009333,5.041174044782681
Norwich,Tottenham,2,2,2,7,4,6,1.57,2.37,2019-20,0.6204929861577169,0.37950701384228314,14.739201932978396,6.461416948175972,14.551685867639295,8.547511548496592
West Ham,Leicester,1,2,4,8,5,5,1.61,2.3,2019-20,0.6098730171197208,0.39012698288027925,13.156055149892737,7.593825661177418,12.551803934898471,7.64383079759828
Burnley,Man United,0,2,1,5,5,4,1.9,1.9,2019-20,0.512033645378534,0.487966354621466,8.961526907102277,4.614300399027227,8.449626302723361,4.973092180671101
Arsenal,Chelsea,1,2,2,4,2,3,1.53,2.5,2019-20,0.6356757635640433,0.3643242364359567,11.220971825493748,6.558978115210416,10.634715639191786,8.94298245255945
Liverpool,Wolves,1,0,3,2,5,6,1.57,2.37,2019-20,0.6168945139596856,0.38310548604031436,3.977226630117926,15.23329910985057,4.124264492917032,13.343353744605475
Man City,Sheffield United,2,0,4,0,8,5,1.4,3.0,2019-20,0.6844918933900147,0.3155081066099853,2.6056491676351268,20.471114156288024,2.1394030792080754,18.504085747356797
Brighton,Chelsea,1,1,5,5,5,3,1.72,2.1,2019-20,0.5634065149417101,0.4365934850582899,9.66727728719819,9.63569385333008,8.774230892572591,9.977810011938251
Burnley,Aston Villa,1,2,1,6,8,4,1.9,1.9,2019-20,0.5088964089663175,0.4911035910336825,9.294564125037295,5.178093755079977,8.948751767261026,4.688438184750345
Newcastle,Leicester,0,3,2,10,4,5,1.9,1.9,2019-20,0.5158228484032481,0.4841771515967519,16.44747823988843,1.751131649937296,15.302043308787894,4.251754632665663
Southampton,Tottenham,1,0,3,5,6,9,1.66,2.2,2019-20,0.5871326756842655,0.4128673243157345,12.360719763371648,9.56265189827435,12.231203080111033,9.240310537788144
Watford,Wolves,2,1,3,4,4,7,2.0,1.8,2019-20,0.4778550831800937,0.5221449168199064,10.96872411924501,4.920280731415101,10.570376822959153,5.486521648368157
Man City,Everton,2,1,7,2,3,6,1.36,3.2,2019-20,0.7125650477956438,0.2874349522043562,2.819016106679264,20.172943488166894,2.189387740340939,17.896178575011565
Norwich,Crystal Palace,1,1,4,3,2,5,1.9,1.9,2019-20,0.5160083861773839,0.48399161382261613,14.358448123423697,5.431949357656368,14.18862300868694,7.470674339364782
West Ham,Bournemouth,4,0,7,2,9,2,1.66,2.2,2019-20,0.5859297581029673,0.4140702418970327,11.867705049073868,8.947819994343227,11.485203363950294,8.96731799687279
Arsenal,Man United,2,0,4,4,1,4,1.66,2.2,2019-20,0.5900285845445268,0.4099714154554732,10.310692799113127,5.737321608276351,9.63553373964577,8.23914525146036
Liverpool,Sheffield United,2,0,7,2,8,4,1.53,2.5,2019-20,0.6241082772392456,0.37589172276075444,4.129895684087415,16.44886755270606,4.130927781403442,14.44178863403155
Sheffield United,West Ham,1,0,3,2,7,3,2.0,1.8,2019-20,0.48306475887074246,0.5169352411292576,6.627886884379863,8.345530562688865,6.889907030114334,6.9578427592179235
Crystal Palace,Arsenal,1,1,3,4,1,4,1.8,2.0,2019-20,0.5310881353830786,0.46891186461692136,12.051846057675705,3.501637616413304,11.674221061572634,3.5661638842401255
Chelsea,Burnley,3,0,8,2,10,3,1.66,2.2,2019-20,0.5727367481370104,0.42726325186298963,3.6381458240237947,15.727929693417398,3.5933432382705606,12.279370286909462
Everton,Brighton,1,0,6,2,4,3,1.8,2.0,2019-20,0.5430275374356257,0.4569724625643743,5.565339651842357,13.459178799938211,5.803666971193097,11.564366248022653
Leicester,Southampton,1,2,5,10,2,4,1.66,2.2,2019-20,0.5961896666074735,0.4038103333925265,8.906135505981037,13.03633685763461,8.244821774661588,10.323824196143859
Man United,Norwich,4,0,6,3,4,2,1.57,2.37,2019-20,0.6226850825752586,0.37731491742474144,6.634235955032927,13.569894667082318,6.5955239892570585,11.289678715976768
Wolves,Newcastle,1,1,4,1,5,2,2.0,1.8,2019-20,0.4827652353579672,0.5172347646420328,4.86584524845596,12.42252997196431,5.079274389722295,10.165563446431129
Tottenham,Liverpool,0,1,4,7,4,3,1.61,2.3,2019-20,0.6047594038432386,0.39524059615676144,8.50702185425522,9.130027980151414,8.090308939300934,9.715547048462463
Bournemouth,Watford,0,3,1,6,5,5,1.9,1.9,2019-20,0.5037162288884452,0.49628377111155475,13.777969883845808,3.665632592495281,13.399687917072592,4.586550934065124
Aston Villa,Man City,1,6,1,12,2,4,1.28,3.75,2019-20,0.7509584261255915,0.2490415738744085,15.272235921866935,5.5455050999599464,14.694640834535488,7.854905154766632
Watford,Tottenham,0,0,2,5,3,3,1.8,2.0,2019-20,0.5321615355279915,0.4678384644720085,10.08533609204252,4.777473629079895,9.861057955116998,5.334729958865398
Arsenal,Sheffield United,1,1,4,4,4,5,2.0,1.8,2019-20,0.4709832637308283,0.5290167362691717,9.665496531504234,5.705248328442774,9.116613344452752,7.931878276204143
Brighton,Aston Villa,1,1,2,3,3,4,1.66,2.2,2019-20,0.587625881617508,0.41237411838249205,8.929157725936356,8.024416783047808,8.697425080485422,7.804538249332452
Man City,Crystal Palace,2,2,6,3,14,2,1.3,3.5,2019-20,0.7292141376130462,0.2707858623869538,2.7742580552093186,21.89347271710484,2.2412280635285566,18.848057559555407
Norwich,Bournemouth,1,0,5,3,4,5,1.8,2.0,2019-20,0.5369026407794647,0.4630973592205353,13.161637511609854,5.071655362484574,13.448599341073132,6.716271807079673
Southampton,Wolves,2,3,5,4,1,3,2.0,1.8,2019-20,0.48940185090570215,0.5105981490942979,10.073723320215663,9.781761333201558,10.252454085322226,9.998562635913489
West Ham,Everton,1,1,6,3,7,6,1.8,2.0,2019-20,0.5431326821944055,0.45686731780559453,11.280856583091483,8.860297790026172,10.89693378243585,9.628408673536946
Newcastle,Chelsea,1,0,2,4,1,10,1.72,2.1,2019-20,0.5620233961466485,0.43797660385335146,15.198075483752518,0.4842869339953406,14.230308918813142,3.740165245919258
Burnley,Leicester,2,1,5,8,4,5,1.9,1.9,2019-20,0.5130405956493791,0.4869594043506209,11.440894671540576,5.582661414477254,10.831055117792001,5.323439433551093
Liverpool,Man United,2,0,5,4,11,5,1.66,2.2,2019-20,0.5905077466859301,0.4094922533140699,4.695577243332034,17.17849953997609,4.375469337010059,15.308893902424145
Aston Villa,Watford,2,1,5,2,6,3,1.9,1.9,2019-20,0.504417843233711,0.49558215676628903,12.53330673898435,5.875782452237161,12.447152039317812,8.008894884860235
Bournemouth,Brighton,3,1,3,8,5,8,2.0,1.8,2019-20,0.47931614753260865,0.5206838524673914,14.867169289345451,3.4367585733947714,14.310710149767202,4.676343251466505
Crystal Palace,Southampton,0,2,0,6,0,8,2.2,1.66,2019-20,0.44124215913481446,0.5587578408651855,13.61178210542787,2.1626777714005216,13.30200839252749,2.4812504732052707
Everton,Newcastle,2,2,8,2,6,4,1.9,1.9,2019-20,0.5072788547972568,0.49272114520274324,7.197257692863746,13.556621136814055,7.457192947415898,11.212975399271052
Sheffield United,Man City,0,1,1,5,5,13,1.61,2.3,2019-20,0.6073840214136828,0.39261597858631725,8.242540343727129,8.025640064588195,7.776036320931709,7.336088108129462
Chelsea,Arsenal,2,2,8,2,17,5,1.72,2.1,2019-20,0.5588774979203724,0.44112250207962755,3.9937325267715043,19.012686633919202,3.960813949687807,15.313180490462893
Leicester,West Ham,4,1,8,2,7,8,1.57,2.37,2019-20,0.6269650163758865,0.37303498362411347,9.477652978874529,14.23439878579872,8.98333440521006,11.638214458917908
Tottenham,Norwich,2,1,3,2,7,3,1.53,2.5,2019-20,0.627219127494442,0.372780872505558,7.486877597432177,9.130488417132508,7.411538157312002,9.030925782394005
Man United,Burnley,0,2,7,2,5,2,1.8,2.0,2019-20,0.5417510698078485,0.4582489301921515,7.210207649253672,13.887065117726879,7.148337817752738,11.625402695459186
Wolves,Liverpool,1,2,3,6,2,4,1.8,2.0,2019-20,0.5399824998076791,0.4600175001923209,4.434402503550949,10.557746025643286,4.537515629125433,9.027051451455737
West Ham,Liverpool,0,2,4,5,3,7,1.57,2.37,2019-20,0.6254076996554846,0.3745923003445154,11.563159008200673,8.369118808796811,11.222008206623835,9.759870480821476
Leicester,Chelsea,2,2,4,3,4,6,1.72,2.1,2019-20,0.58300114175952,0.41699885824048,8.702010770840278,13.40999651845489,7.9209472931503635,11.677331501331851
Bournemouth,Aston Villa,2,1,6,5,1,8,1.8,2.0,2019-20,0.5383655203634231,0.4616344796365769,15.223982115431852,3.0087264433039342,14.928575529533576,4.335218440831397
Crystal Palace,Sheffield United,0,1,3,3,9,5,2.62,1.5,2019-20,0.36378672627677355,0.6362132737232264,13.046641317505566,3.1375727824428283,12.735780586856778,3.892259261390878
Liverpool,Southampton,4,0,9,4,6,11,1.53,2.5,2019-20,0.6352771234040564,0.3647228765959436,5.84195418558517,17.473791887749844,5.673010444170172,15.719222995295956
Newcastle,Norwich,0,0,5,4,8,12,2.0,1.8,2019-20,0.4789006196711985,0.5210993803288015,16.426055084200456,2.2319143011191915,15.858213887540684,4.8374126124917165
Watford,Everton,2,3,2,5,4,4,2.0,1.8,2019-20,0.4819047446957395,0.5180952553042605,10.398855949836504,3.552721025232357,9.690889516925782,4.493988375895109
West Ham,Brighton,3,3,6,6,4,6,1.9,1.9,2019-20,0.5139560434595253,0.4860439565404747,11.973432929070611,8.41581987222248,11.587329112288955,9.853188723269119
Man United,Wolves,0,0,5,3,4,6,2.2,1.66,2019-20,0.43945911286609757,0.5605408871339024,7.411546152029744,13.540364429839332,7.179575520792765,11.83160853910319
Burnley,Arsenal,0,0,2,2,5,7,1.9,1.9,2019-20,0.5070918319678931,0.4929081680321069,11.147895319291916,4.7175767912571205,11.069961501242922,4.444706048969813
Tottenham,Man City,2,0,3,5,2,6,1.5,2.62,2019-20,0.6524565758197218,0.34754342418027817,6.878258365648591,8.383264683826031,6.543523870547343,8.828630118494631
Everton,Crystal Palace,3,1,8,2,4,6,2.1,1.72,2019-20,0.4607653511976837,0.5392346488023163,7.866933089233781,13.263702177440248,8.039218179484326,10.825394513499088
Brighton,Watford,1,1,2,2,3,2,2.0,1.8,2019-20,0.4777337122508164,0.5222662877491836,8.937826348645922,8.746158764034213,8.613522750018152,8.179536979225297
Sheffield United,Bournemouth,2,1,6,2,8,4,2.3,1.61,2019-20,0.41951040686584246,0.5804895931341576,9.642253323374915,8.689467623101276,9.118470277282235,7.477425881593296
Wolves,Leicester,0,0,3,3,7,0,2.0,1.8,2019-20,0.4853208443428024,0.5146791556571976,3.244791737074719,11.128920718610388,3.4299090992412933,9.424032812424134
Southampton,Burnley,1,2,2,6,4,3,1.9,1.9,2019-20,0.5110498591388122,0.4889501408611878,9.513646026865795,11.22231775603318,9.860444991631345,10.826454490119959
Norwich,Liverpool,0,1,1,6,2,7,1.53,2.5,2019-20,0.6441275359635197,0.3558724640364803,13.926508143865417,4.6480700458394875,13.474855611854899,6.5298892268712
Aston Villa,Tottenham,2,3,4,10,12,7,1.72,2.1,2019-20,0.5580390108899272,0.44196098911007276,13.764413602703272,8.09998148516245,13.57107030772566,10.103462454776624
Arsenal,Newcastle,4,0,7,2,5,6,1.72,2.1,2019-20,0.5643270257823059,0.43567297421769413,12.126666578870164,7.06193422442624,11.887976072230389,7.969911888725099
Chelsea,Man United,0,2,1,3,9,8,1.9,1.9,2019-20,0.5217126914110337,0.4782873085889663,4.45877276967497,17.59082398902066,4.474353042491712,14.424064150261072
Man City,West Ham,2,0,7,0,6,1,1.22,4.33,2019-20,0.7763066092212941,0.22369339077870587,1.4314558592757998,21.977105149442288,1.4194738571903973,18.753188352622868
Chelsea,Tottenham,2,1,7,3,3,5,1.8,2.0,2019-20,0.5474007302440588,0.4525992697559412,4.623301974588349,17.354941533658348,4.633974099775116,14.045837935639277
Burnley,Bournemouth,3,0,10,4,7,3,2.2,1.66,2019-20,0.43490747634517624,0.5650925236548238,9.765019484036827,7.335640711906531,10.08501379769258,6.300840367120933
Crystal Palace,Newcastle,1,0,9,2,7,5,2.5,1.53,2019-20,0.38734876433309506,0.6126512356669049,12.411671765932207,5.556266706416103,12.645804633380788,5.541058363230129
Sheffield United,Brighton,1,1,3,2,12,2,2.2,1.66,2019-20,0.43931203329843455,0.5606879667015654,8.520418256802222,10.082032764057372,8.070047638142082,8.921226459311242
Southampton,Aston Villa,2,0,9,1,9,6,1.57,2.37,2019-20,0.6265292798435469,0.3734707201564531,8.872065513201079,12.926149677757685,9.439526905251224,12.039028438346612
Leicester,Man City,0,1,3,7,3,7,1.53,2.5,2019-20,0.6443697822519793,0.3556302177480207,8.840188795524686,11.00408325613746,7.973293588847152,10.670227041953293
Man United,Watford,3,0,9,2,3,5,1.9,1.9,2019-20,0.5025661149972632,0.4974338850027368,7.158517835657585,14.416330705535332,7.426325063456908,12.720153765930876
Wolves,Norwich,3,0,6,4,4,1,1.9,1.9,2019-20,0.5024439533038186,0.49755604669618136,3.2705274520537797,11.750405735645186,3.6341833977229627,9.067933969048724
Arsenal,Everton,3,2,4,5,6,3,1.72,2.1,2019-20,0.5703481804873922,0.4296518195126078,11.33260911296084,7.1818744202524165,10.915326556177144,8.41237616762265
Liverpool,West Ham,3,2,7,4,16,8,1.36,3.2,2019-20,0.7068809609350052,0.2931190390649948,6.247989828063193,19.565618531754573,6.225270141720051,17.401639010613096
Norwich,Leicester,1,0,6,4,6,7,1.72,2.1,2019-20,0.5658132922772252,0.4341867077227748,13.084867054826642,5.559272005005193,12.955462746322988,7.4669782866965075
Brighton,Crystal Palace,0,1,8,3,8,7,2.3,1.61,2019-20,0.42039843086240597,0.579601569137594,10.902390081537561,9.19788298443115,10.461125872077783,8.524956613294915
Bournemouth,Chelsea,2,2,5,6,4,14,1.8,2.0,2019-20,0.5500943025110123,0.4499056974889877,18.42624149398624,2.888722537643124,17.49543463362255,5.111052350163137
Newcastle,Burnley,0,0,4,1,11,7,2.3,1.61,2019-20,0.42329110211894627,0.5767088978810537,17.040582381549665,3.548138152816918,16.14326961126472,6.06467466404363
West Ham,Southampton,3,1,7,2,4,9,1.72,2.1,2019-20,0.5772632037493918,0.4227367962506082,12.868416013306453,8.790774133071336,12.616371659093277,10.166309690589685
Watford,Liverpool,3,0,5,1,3,5,1.66,2.2,2019-20,0.5867249053585409,0.41327509464145906,7.580311879904925,3.867473558172213,7.3119928387234365,4.805780493435583
Everton,Man United,1,1,5,5,13,8,1.9,1.9,2019-20,0.5211838480375226,0.4788161519624774,9.031928296245576,13.910682414923002,8.768260489890508,12.126398654307543
Tottenham,Wolves,2,3,5,4,4,5,2.2,1.66,2019-20,0.4343858749405429,0.5656141250594571,8.386431107824283,10.185975415078016,7.790507041951685,10.719872673041928
Liverpool,Bournemouth,2,1,6,4,9,4,1.44,2.75,2019-20,0.6828726351586141,0.31712736484138593,7.4549290485168305,18.188918128987833,7.447736048962932,15.488344590841413
Arsenal,West Ham,1,0,2,6,6,7,1.57,2.37,2019-20,0.6219186119399702,0.3780813880600298,11.846718106138104,6.942334221925608,11.584248468823127,7.851128293841324
Crystal Palace,Watford,1,0,3,4,8,8,2.3,1.61,2019-20,0.41147830045819134,0.5885216995418087,14.484752333196722,6.33347289019321,14.513714563648914,6.839166877710809
Sheffield United,Norwich,1,0,4,5,10,5,2.1,1.72,2019-20,0.4625777898830711,0.5374222101169289,8.97873381100034,11.206852292598553,8.747129917148747,9.558264834535153
Southampton,Newcastle,0,1,3,7,5,8,1.8,2.0,2019-20,0.5498619612933136,0.45013803870668645,11.062566702609038,11.740729483384438,11.490077611949106,10.359131480842802
